ZS,AS_,VILLAGE,LON,LAT,POPULATION,DEF_TYPE,PROVINCE,OFFICIEL
BULUNGU,NIADI,Riviere Ndobo,18.93407,-4.428440094,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,NIADI,Riviere Nselebel,18.9868,-4.376269817,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,NIADI,Riviere Tshiakila,18.96878,-4.393750191,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,YAMBAU,YAMBAU,19.11124,-4.583310127,1285,CS,KWILU,oui
DJUMA,DJUMA,CITE-DJUMA/ Q-CENTRE,,,,VILLAGE,KWILU,oui
DJUMA,DJUMA,CITE-DJUMA/ Q-MAKWELA,,,,VILLAGE,KWILU,oui
DJUMA,DJUMA,CITE-DJUMA/ Q-MISSION,,,,VILLAGE,KWILU,oui
DJUMA,DJUMA,CITE-DJUMA/ Q-PORT,,,,VILLAGE,KWILU,oui
DJUMA,DJUMA,NGWEMI,,,,VILLAGE,KWILU,oui
DJUMA,FUMUNDJOKO,ELOME MATU,,,,VILLAGE,KWILU,oui
DJUMA,FUMUNDJOKO,FUMUNDJOKO,,,,VILLAGE,KWILU,oui
DJUMA,FUMUNDJOKO,NKOTO,,,,VILLAGE,KWILU,oui
DJUMA,KABALA,KIBWANGA,,,,VILLAGE,KWILU,oui
DJUMA,KABALA,MUPOY,,,,VILLAGE,KWILU,oui
DJUMA,KABALA,NGAMBAKOKO,,,,VILLAGE,KWILU,oui
DJUMA,KIMBANGULA,MUKILU LUBASU,,,,VILLAGE,KWILU,oui
DJUMA,KIMBATA,KIANGA,,,,VILLAGE,KWILU,oui
DJUMA,KIMBATA,KIMBATA VILLAGE,,,,VILLAGE,KWILU,oui
DJUMA,KIMBATA,NKUTU,,,,VILLAGE,KWILU,oui
DJUMA,LAREME,BILILI LEMBE,,,,VILLAGE,KWILU,oui
DJUMA,LAREME,MWENSIA,,,,VILLAGE,KWILU,oui
DJUMA,LUBIDI,MADIBI MAWAWA,,,,VILLAGE,KWILU,oui
DJUMA,LUBIDI,MADIBI WENZE,,,,VILLAGE,KWILU,oui
DJUMA,LUZUBI,KIMPANDA,,,,VILLAGE,KWILU,oui
DJUMA,LWANO,KIO,,,,VILLAGE,KWILU,oui
DJUMA,LWANO,LUZUBI,,,,VILLAGE,KWILU,oui
DJUMA,LWANO,MANIE,,,,VILLAGE,KWILU,oui
DJUMA,MAYOKO SAKA SAKA,MAYOKO SAKA SAKA,,,,VILLAGE,KWILU,oui
DJUMA,MIKWI,CAMP MILUNDU,,,,VILLAGE,KWILU,oui
DJUMA,MIKWI,CAMP TWILE,,,,VILLAGE,KWILU,oui
DJUMA,MIKWI,MAMPUNGU,,,,VILLAGE,KWILU,oui
DJUMA,MIKWI,MUNENZO,,,,VILLAGE,KWILU,oui
IDIOFA,BANGA-BANGA,BANGA VILLAGE,,,,VILLAGE,KWILU,oui
IDIOFA,BANGA-BANGA,BANGA-BANGA  I,,,,VILLAGE,KWILU,oui
IDIOFA,BANGA-BANGA,BANGA-BANGA  III,,,,VILLAGE,KWILU,oui
IDIOFA,BANGA-BANGA,MBULU  INGUNDU,,,,VILLAGE,KWILU,oui
IDIOFA,BANGA-BANGA,MBULU EBETHSI,,,,VILLAGE,KWILU,oui
IDIOFA,BANGA-BANGA,MBULU ESAL,,,,VILLAGE,KWILU,oui
IDIOFA,BANGA-BANGA,MUTSHUN,,,,VILLAGE,KWILU,oui
IDIOFA,MAPELA,IDIOFA BALABALA,,,,VILLAGE,KWILU,oui
IDIOFA,MIKUNGU,BIYI,,,,VILLAGE,KWILU,oui
IDIOFA,MIKUNGU,IMPATA MIKUNGU,,,,VILLAGE,KWILU,oui
IDIOFA,MIKUNGU,MIKUNGU,,,,VILLAGE,KWILU,oui
IDIOFA,MIKUNGU,MUSANGA ENOY,,,,VILLAGE,KWILU,oui
IDIOFA,MIKUNGU,MUSANGA Mutimbimbi  ,,,,VILLAGE,KWILU,oui
IDIOFA,MIKUNGU,PUNKULU LADZU,,,,VILLAGE,KWILU,oui
IDIOFA,MWILAMBONGO ,BANZA CCB,,,,VILLAGE,KWILU,oui
IDIOFA,MWILAMBONGO ,MIBAMBI,,,,VILLAGE,KWILU,oui
IDIOFA,MWILAMBONGO ,MWILAMBONGO MC,,,,VILLAGE,KWILU,oui
IDIOFA,MWILAMBONGO ,MWILAMBONGO VILLAGE,,,,VILLAGE,KWILU,oui
IDIOFA,MWILAMBONGO ,NDUNG,,,,VILLAGE,KWILU,oui
IDIOFA,MWILAMBONGO ,NGWILI,,,,VILLAGE,KWILU,oui
IDIOFA,MWILAMBONGO ,NSINAKWILU,,,,VILLAGE,KWILU,oui
IDIOFA,SAINT  KIZITO,Q .NSELE I / CITE IDIOFA,,,,VILLAGE,KWILU,oui
IDIOFA,YASSA MIWUNU,EDJIM,,,,VILLAGE,KWILU,oui
IDIOFA,YASSA MIWUNU,IMBONGO BULUMBU,,,,VILLAGE,KWILU,oui
IDIOFA,YASSA MIWUNU,IMPINI NSAMBA,,,,VILLAGE,KWILU,oui
IDIOFA,YASSA MIWUNU,MUSENGE MIWUNU,,,,VILLAGE,KWILU,oui
IDIOFA,YASSA MIWUNU,OBALA,,,,VILLAGE,KWILU,oui
IDIOFA,YASSA MIWUNU,YASSA MIWUNU,,,,VILLAGE,KWILU,oui
INONGO,BAKELE,NGELEKU,,,,VILLAGE,MAI - NDOMBE,oui
INONGO,ISANGA BOKOTE,EPAMBU,,,,VILLAGE,MAI - NDOMBE,oui
INONGO,ISANGA BOKOTE,ISENZE,,,,VILLAGE,MAI - NDOMBE,oui
IPAMU,DIBAYA CITE,Q/BANDUNDU,,,,VILLAGE,KWILU,oui
IPAMU,DIBAYA CITE,Q/IPALA,,,,VILLAGE,KWILU,oui
IPAMU,DIBAYA CITE,Q/KAPIA,,,,VILLAGE,KWILU,oui
IPAMU,DIBAYA CITE,Q/LUBWE,,,,VILLAGE,KWILU,oui
IPAMU,DIBAYA CITE,Q/PORT,,,,VILLAGE,KWILU,oui
IPAMU,DIBAYA CITE,Q/REGIDESO,,,,VILLAGE,KWILU,oui
IPAMU,DIBAYA CITE,Q/TSHIENZA,,,,VILLAGE,KWILU,oui
IPAMU,IPAMU,BUNDU,,,,VILLAGE,KWILU,oui
IPAMU,IPAMU,WANTA/BUNDU,,,,VILLAGE,KWILU,oui
IPAMU,KASANGUNDA,EYENE MISENGI,,,,VILLAGE,KWILU,oui
IPAMU,KASANGUNDA,KASANGUNDA,,,,VILLAGE,KWILU,oui
IPAMU,KASANGUNDA,LAKO,,,,VILLAGE,KWILU,oui
IPAMU,KASANGUNDA,MBULU,,,,VILLAGE,KWILU,oui
IPAMU,KIBWADU,KAPIA VIILLAGE,,,,VILLAGE,KWILU,oui
IPAMU,KIBWADU,KIBWADU,,,,VILLAGE,KWILU,oui
IPAMU,KIBWADU,MBINKO MUSESE,,,,VILLAGE,KWILU,oui
IPAMU,KIBWADU,OTANGA,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,KISTSHWA NSEKE,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,MO KATSHUL,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,MO NKIL,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,MO VIEN,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,MUKONGO,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,NDALA,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,NSAMPAR,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,NSIM  KONGO,,,,VILLAGE,KWILU,oui
IPAMU,KINTSHWA NSEKE ,NSONG PIOPIO,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,LABA IMPINI,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,LABA IWUNGU,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,LABA KOKO,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,LABA KOMIKWISI,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,LABA NSIM,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,LAKAS MC,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,LAKAS VILLAGE,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,MBEL MUKOR,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,PUNKULU MUNIMI,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,WANGATA  I,,,,VILLAGE,KWILU,oui
IPAMU,LABA CENTRAL,WANGATA BAC,,,,VILLAGE,KWILU,oui
IPAMU,LAKAS,MBANSAM,,,,VILLAGE,KWILU,oui
IPAMU,MANGAI CITE,Q/CAFE,,,,VILLAGE,KWILU,oui
IPAMU,MANGAI CITE,Q/CAMPUS,,,,VILLAGE,KWILU,oui
IPAMU,MANGAI CITE,Q/ISABO,,,,VILLAGE,KWILU,oui
IPAMU,MANGAI CITE,Q/NSELE,,,,VILLAGE,KWILU,oui
IPAMU,MPANGU,BAMBUDI,,,,VILLAGE,KWILU,oui
IPAMU,MPANGU,KABOMBO BAC,,,,VILLAGE,KWILU,oui
IPAMU,MPANGU,MPANGU CITE,,,,VILLAGE,KWILU,oui
IPAMU,MUKOKO IMPINI MUNGOMA,MUNGOMA,,,,VILLAGE,KWILU,oui
KENGE,BANGONGO,BUKANGA  LUNKELO,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,GONGO  CKE,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,KAPAY,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,KIBWADI  1,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,KIMBINGA,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,KINKWE  KALUNGA,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,MAKU  +  FERMES,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,MANIE  KINIATI,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,MIMBENGA,,,,VILLAGE,KWANGO,oui
KENGE,BANGONGO,MINKWO,,,,VILLAGE,KWANGO,oui
KENGE,CBCO,Q.MUKISI / KENGE,,,,VILLAGE,KWANGO,oui
KENGE,FASAMBA,FAPELO,,,,VILLAGE,KWANGO,oui
KENGE,FASAMBA,FASAMBA  1,,,,VILLAGE,KWANGO,oui
KENGE,FASAMBA,FASAMBA  2,,,,VILLAGE,KWANGO,oui
KENGE,FASAMBA,KINGOMAMBANDA,,,,VILLAGE,KWANGO,oui
KENGE,FASAMBA,LUKINGA,,,,VILLAGE,KWANGO,oui
KENGE,FASAMBA,MBANZI  MBANZI,,,,VILLAGE,KWANGO,oui
KENGE,FASAMBA,MUBIDI,,,,VILLAGE,KWANGO,oui
KENGE,GABIA,F.MUKOKI,,,,VILLAGE,KWANGO,oui
KENGE,GABIA,GABIA,,,,VILLAGE,KWANGO,oui
KENGE,GABIA,KAPITA  NZADI,,,,VILLAGE,KWANGO,oui
KENGE,GABIA,MAHIAMBAU,,,,VILLAGE,KWANGO,oui
KENGE,GABIA,MIBOTI,,,,VILLAGE,KWANGO,oui
KENGE,GABIA,SWA  YAMFU,,,,VILLAGE,KWANGO,oui
KENGE,KALENGE,KALENGE,,,,VILLAGE,KWANGO,oui
KENGE,KAPAY  LONO,KINGULU  SANGA,,,,VILLAGE,KWANGO,oui
KENGE,KAPAY  LONO,MULOMBA,,,,VILLAGE,KWANGO,oui
KENGE,KASOMBO,TSONGA,,,,VILLAGE,KWANGO,oui
KENGE,KIKONGO LWASA,KIKONGO  LWASA,,,,VILLAGE,KWANGO,oui
KENGE,KIKONGO LWASA,KILUMBU  1,,,,VILLAGE,KWANGO,oui
KENGE,KIKONGO LWASA,YUNGU,,,,VILLAGE,KWANGO,oui
KENGE,KIMAFU,KINDUNDU  1,,,,VILLAGE,KWANGO,oui
KENGE,KIMAFU,KINDUNDU  2,,,,VILLAGE,KWANGO,oui
KENGE,KIMAFU,KISAWANA,,,,VILLAGE,KWANGO,oui
KENGE,KOBO,MUSALA,,,,VILLAGE,KWANGO,oui
KENGE,KOLOKOSO,KOLOKOSO  CENTRE,,,,VILLAGE,KWANGO,oui
KENGE,MAKIALA,BIZAU,,,,VILLAGE,KWANGO,oui
KENGE,MAKIALA,KIMWANZA/ZANGAFIN,,,,VILLAGE,KWANGO,oui
KENGE,MAKIALA,KONGO  MITELE,,,,VILLAGE,KWANGO,oui
KENGE,MAKIALA,MULAKU  1,,,,VILLAGE,KWANGO,oui
KENGE,MAKIALA,SWA KAHUMBA,,,,VILLAGE,KWANGO,oui
KENGE,MISELE,BUTINDI,,,,VILLAGE,KWANGO,oui
KENGE,MISELE,MISELE  CENTRE,,,,VILLAGE,KWANGO,oui
KENGE,MUKUMBI,BITEKO,,,,VILLAGE,KWANGO,oui
KENGE,MUSAKA,MAFOLO,,,,VILLAGE,KWANGO,oui
KENGE,MUSAKA,TSHAKALA,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,BUKANGA  NSEKE,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,KAZAMBA  NSEKE,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,KIMWANZA  2,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,KINGULU  DUNDA,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,KINKUTU,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,KINKWE  BENGI,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,KINKWE  DUNDA,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,KIPEMBA,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,KIYANA,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,LUHUNGA,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,MUSANGU  1,,,,VILLAGE,KWANGO,oui
KENGE,MUSANGU TSAY,MUYALU  PESI,,,,VILLAGE,KWANGO,oui
KENGE,PONT  WAMBA,PONT  WAMBA,,,,VILLAGE,KWANGO,oui
KENGE,PONT WAMBA,KAPITA  NZADI,,,,VILLAGE,KWANGO,oui
KENGE,PONT WAMBA,KINDONGO,,,,VILLAGE,KWANGO,oui
KENGE,PONT WAMBA,KITONGI  1  ,,,,VILLAGE,KWANGO,oui
KENGE,PONT WAMBA,KITSHAKALA,,,,VILLAGE,KWANGO,oui
KENGE,PONT WAMBA,MOTEMO,,,,VILLAGE,KWANGO,oui
KIKONGO,FAKWILU,FERME FALAME,,,,VILLAGE,KWILU,oui
KIKONGO,FAKWILU,FERME KISWAMWILU,,,,VILLAGE,KWILU,oui
KIKONGO,FAMBONDO,FAMBONDO II,,,,VILLAGE,KWILU,oui
KIKONGO,FAMBONDO,FASILA 2 CENTRE,,,,VILLAGE,KWILU,oui
KIKONGO,FAMBONDO,FASILA 2 VILLAGE,,,,VILLAGE,KWILU,oui
KIKONGO,FAMBONDO,FASILA III,,,,VILLAGE,KWILU,oui
KIKONGO,FAMBONDO,FERME MASAMBA,,,,VILLAGE,KWILU,oui
KIKONGO,FAMBONDO,MBUKAKA,,,,VILLAGE,KWILU,oui
KIKONGO,FANKANA,FANKANA CENTRE,,,,VILLAGE,KWILU,oui
KIKONGO,FANKANA,FANKANA VILLAGE,,,,VILLAGE,KWILU,oui
KIKONGO,FANKANA,NSAKA,,,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,FERME BUSEKE,,,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,FERME KIMBWO,,,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,MIBUNGU,,,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,MUKUSUKUSU,,,,VILLAGE,KWILU,oui
KIKONGO,FATUNDU,NDUNGA,,,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Mingindu,17.20895,-4.37918,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Mukinda Mwilu,17.18229167,-4.356597223,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Mukwama,17.21931,-4.16162,,HAMEAU,KWILU,oui
KIKONGO,KIKONGO,NGANKI,17.21234,-4.34454,2431,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Ngodi,17.1835,-4.1825,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,NSAKA,17.16695,-4.3216,1998,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Nsaka III,17.10773,-4.33654,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,Nsaka-Kikwilu,17.17693,-4.31395,,VILLAGE,KWILU,oui
KIKONGO,KIKONGO,PS Kingala,17.18914,-4.12063,,PS,KWILU,oui
KIKONGO,KIKONGO,PS Kivamvu,17.12553,-4.38758,,PS,KWILU,oui
KIKONGO,KIKONGO,PS Kunimbu,17.18247,-4.18566,,PS,KWILU,oui
KIKONGO,KIKONGO,PS Ngaki,17.21242,-4.34494,,PS,KWILU,oui
KIKONGO,KIKONGO,PS Nsaka,17.1641,-4.3232,,PS,KWILU,oui
KIKONGO,KIKONGO,Riviere Wamba,17.19384,-4.27604,,REP GEO,KWILU,oui
KIKONGO,KIKONGO,Tasamba,17.19725,-4.13125,,VILLAGE,KWILU,oui
KIKONGO,KIMBAY,Pont Mbumaniama,17.049684,-4.017583,,REP GEO,KWILU,oui
KIKONGO,KIMBAY,Port Bukusu,17.146022,-3.950528,,REP GEO,KWILU,oui
KIKONGO,KIMBAY,PS Bukusu,17.152514,-3.955655,,PS,KWILU,oui
KIKONGO,KIMBAY,PS Kimpana,17.101177,-4.01193,,PS,KWILU,oui
KIKONGO,KIMBAY,PS Minsia,17.159256,-4.003429,,PS,KWILU,oui
KIKONGO,KIMBAY,PS Nganda Biyala,17.171046,-3.943584,,PS,KWILU,oui
KIKONGO,KIMBAY,Way Way,17.124096,-4.087003,,HAMEAU,KWILU,oui
KIKONGO,KINDONGOMBE,KIYULU,,,,VILLAGE,KWILU,oui
KIKONGO,KINKOSI,PS Muwe,16.927182,-4.001465,,PS,KWILU,oui
KIKONGO,KINKOSI,Salamaleko Ferme,16.865954,-4.063215,,FERME,KWILU,oui
KIKONGO,KINKOSI,Washingtone Ferme,16.980711,-3.990887,,FERME,KWILU,oui
KIKONGO,KINKOSI,Zengwa Ferme,16.924026,-3.997142,,FERME,KWILU,oui
KIKONGO,KINKOSI,ZWAIDE,16.841566,-4.073083,1986,VILLAGE,KWILU,oui
BULUNGU,KIWUTU,Riviere Mbadiko,18.5069,-4.83054018,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,KIWUTU,Riviere Miwanzi,18.49864,-4.799109936,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,KIWUTU,Riviere Miwanzi,18.50238,-4.795609951,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,KIWUTU,Riviere Nzadikalunga,18.47908,-4.793719769,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,KIWUTU,Riviere Nzadikalunga,18.50102,-4.793310165,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,KIWUTU,Riviere Putubumba,18.52275,-4.798709869,,REPERE GEOGRAPHIQUE,KWILU,oui
KIKONGO,KISIA,Ruisseau Lwele,16.83516,-4.29369,,REP GEO,KWILU,oui
KIKONGO,KISIA,Ruisseau Main,16.791,-4.26524,,REP GEO,KWILU,oui
KIKONGO,KISIA,Tonton,16.77699,-4.1464,,VILLAGE,KWILU,oui
BULUNGU,MAYALA,Q.2 KULUMPIA ,,,,VILLAGE,KWILU,oui
BULUNGU,MAYOKO NIADI,Riviere Imbi,18.99066,-4.47507,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MAYALA,Riviere Lubidi,18.83481,-4.667900085,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MAYOKO NIADI,Riviere Luku,18.97018,-4.409830093,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MAYALA,Riviere Lunkobo,18.82917,-4.579410076,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MAYOKO NIADI,Riviere Luso,18.97081,-4.472700119,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MAYALA,Riviere Makara,18.76257,-4.632959843,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MAYOKO NIADI,Riviere Mukieye,18.9706,-4.402369976,,REPERE GEOGRAPHIQUE,KWILU,oui
KIKONGO,MATELE,Salle De Royaume,17.0274,-4.423181,,POINT INTERET,KWILU,oui
KIKONGO,MATELE,Tembo,16.957627,-4.31626,,HAMEAU,KWILU,oui
KIKONGO,MATELE,Tonton,17.01430555,-4.236666668,,VILLAGE,KWILU,oui
KIKONGO,MBONGAMBANZA,Trois Pas,17.451071,-4.280002,,HAMEAU,KWILU,oui
KIKONGO,MBONGAMBANZA,Zambi,17.417365,-4.214741,,VILLAGE,KWILU,oui
BULUNGU,MITSHAKILA,Riviere Lubidi,18.72627,-4.661369801,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MITSHAKILA,Riviere Lubidi,18.74569,-4.651869774,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MITSHAKILA,Riviere Lubidi,18.74287716,-4.638519194,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MITSHAKILA,Riviere Lwidi,18.7542,-4.685550213,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MITSHAKILA,Riviere Mangufu,18.74147,-4.678249836,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MITSHAKILA,Riviere Mbwa I,18.75702472,-4.73517745,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MITSHAKILA,Riviere Mosango,18.7576,-4.719719887,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MITSHAKILA,Riviere Mosango,18.83145,-4.718329906,,REPERE GEOGRAPHIQUE,KWILU,oui
KIKONGO,MISAY,Ruisseau Mubemuey,17.306302,-3.798445,,REP GEO,KWILU,oui
KIKONGO,MISAY,Shaba,17.272855,-3.793054,,HAMEAU,KWILU,oui
KIKONGO,MBULUKUMBI,Yumbu Ferme,17.482074,-4.163996,,FERME,KWILU,oui
KIKONGO,MUKULANZADI,Pont Lusini,17.361663,-3.979658,,REP GEO,KWILU,oui
KIKONGO,MUMBUNDA,Pont Lusoni,17.50756184,-4.102487534,,REP GEO,KWILU,oui
KIKONGO,MUMBUNDA,Pont Mubuli,17.53063,-4.07428,,REP GEO,KWILU,oui
KIKONGO,MUKULANZADI,Pont Nzongey,17.406838,-3.921551,,REP GEO,KWILU,oui
KIKONGO,MUKULANZADI,PS Kima,17.34651,-3.980049,,PS,KWILU,oui
BULUNGU,MUSENGE,Riviere Musango I,18.91945,-4.727489948,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MUSENGE,Riviere Musango II,18.91933,-4.727739811,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,MUSENGE,Tshiadana (Bisuere),18.95892,-4.640130043,,VILLAGE,KWILU,oui
KIKONGO,MUKULANZADI,Usumbura,17.38347222,-3.922916668,,VILLAGE,KWILU,oui
BULUNGU,NGWEME,TRABANG,18.98446,-4.739409924,3109,PS,KWILU,oui
BULUNGU,MUYOMBO,TUNZUNDU,18.60785,-4.554359913,6480,PS,KWILU,oui
BULUNGU,NGANDUNGALA,Wamba,18.613125,-4.820763889,,VILLAGE,KWILU,oui
BULUNGU,NGANDUNGALA,Wamba Masingi,18.658125,-4.789861112,,VILLAGE,KWILU,oui
KIKONGO,NGI,Yumbu,17.189059,-4.473412,,VILLAGE,KWILU,oui
BULUNGU,NIADI,Ruisseau Betor,18.96525,-4.431079865,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,NSELE,Songo Port,18.65234,-4.560309887,,REPERE GEOGRAPHIQUE,KWILU,oui
BULUNGU,NKO,Sous Paroisse Kimbanguistes,18.62535,-4.720049858,,PS,KWILU,oui
BULUNGU,NKO,SUNGU,18.57389,-4.625470161,4641,PS,KWILU,oui
BULUNGU,NKARA,Tshama,18.93625,-4.622222223,,VILLAGE,KWILU,oui
BULUNGU,NKO,Tunzundu,18.61118,-4.572659969,,VILLAGE,KWILU,oui
BULUNGU,NSELE,Yeku,18.61261,-4.547309875,,PS,KWILU,oui
KIMBAU,MOSAMBA,KABUNDU/MOSAMBA,,,,VILLAGE,KWANGO,oui
KIMBAU,MUTONI TOY,NZAU  FIOTI,,,,VILLAGE,KWANGO,oui
KIMBAU,MUTONI TOY,NZAU  MUSITU,,,,VILLAGE,KWANGO,oui
KIMPUTU,BULWEM,Ndung Puludim II,19.39542961,-4.347089767,,VILLAGE,KWILU,oui
KIMPUTU,BULWEM,NSEKE MUKILA,19.30866051,-4.269489765,116,VILLAGE,KWILU,oui
KIMPUTU,BULWEM,NSIM NTAMAKUM,19.42613983,-4.291779995,306,VILLAGE,KWILU,oui
KIMPUTU,BULWEM,NSIMANZEY,19.36927032,-4.324440002,123,VILLAGE,KWILU,oui
KIMPUTU,BULWEM,NSONG MPUNI,19.32663918,-4.335440159,104,VILLAGE,KWILU,oui
KIMPUTU,BULWEM,NSONG MUSENGE,19.41665077,-4.341330051,199,VILLAGE,KWILU,oui
KIMPUTU,BULWEM,NSONGO NDUNG,19.44917272,-4.334972367,2127,PS,KWILU,oui
KIMPUTU,BULWEM,OVEKE ,,,,VILLAGE,KWILU,oui
KIMPUTU,BULWEM,Pont Casse Riviere Wongere,19.40295029,-4.278399944,,REPERE GEOGRAPHIQUE,KWILU,oui
KIMPUTU,EBAY MUKUNG,NSONG NGULUNGULU,,,,VILLAGE,KWILU,oui
KIMPUTU,EBAY MUKUNG,NSONG PILIPILI,,,,VILLAGE,KWILU,oui
KIMPUTU,EBAY MUKUNG,PILI PILI,19.23090278,-4.316250001,421,VILLAGE,KWILU,oui
KIMPUTU,EBAY MUKUNG,Pont Riviere Lubiene,19.24505997,-4.279789925,,REPERE GEOGRAPHIQUE,KWILU,oui
KIMPUTU,EBAY MUKUNG,Ruisseau,19.23093987,-4.319610119,,REPERE GEOGRAPHIQUE,KWILU,oui
KIMPUTU,EBAY MUKUNG,Ruisseau Mveya Bwal,19.26285934,-4.299809933,,REPERE GEOGRAPHIQUE,KWILU,oui
KIMPUTU,EBAY MUKUNG,Ruisseau Mveya Pe,19.26429939,-4.30009985,,REPERE GEOGRAPHIQUE,KWILU,oui
KIMPUTU,EBAY MUKUNG,Ruisseau Mveya Tshu,19.27909088,-4.34747982,,REPERE GEOGRAPHIQUE,KWILU,oui
KIMPUTU,EBAY MUKUNG,Ruisseau Mveya Tshu,19.26605988,-4.372059822,,REPERE GEOGRAPHIQUE,KWILU,oui
KIMPUTU,EBAY MUKUNG,SIKONI,19.30048943,-4.320390224,0,FERME,KWILU,oui
KIMPUTU,EBAY MUKUNG,TSHENE BIDIBA,19.25573921,-4.355690002,1756,PS,KWILU,oui
KIMPUTU,EBAY MUKUNG,TSHENE GALILE,19.29898071,-4.35781002,216,VILLAGE,KWILU,oui
KIMPUTU,EBIALA KANDOLO,MAYILI,19.35527039,-4.55257988,11,FERME,KWILU,oui
KIMPUTU,EBIALA KANDOLO,MBELE MPINI,,,,VILLAGE,KWILU,oui
KIMPUTU,EBIALA KANDOLO,MUKONGO BIER,19.34898949,-4.579030037,117,FERME,KWILU,oui
