LAT,LON,Village,DATETIME,TYPE,TERRITOIRE,SECTEUR,GROUPEMENT,AS_,ZS,DATUM,COORDLATLO,TYPE_GPS,SOURCE_DAT,pVillage,CVillage,NC2009,NC2010,NC2011,tot_cases
-3.62108,16.79748,F. DAVE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME DAVE,MUTSHWETO FERME DAVE,0,0,0,0
-3.61956,16.80118,PONT RIVIERE EFUA,40442.59286,PONT DE FORTUNE,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT RIVIERE EFUA,MUTSHWETO PONT RIVIERE EFUA,0,0,0,0
-3.61694,16.8039,PONT SOURCE KAMBUNDI,40442.59286,PONT DE FORTUNE,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT SOURCE KAMBUNDI,MUTSHWETO PONT SOURCE KAMBUNDI,0,0,0,0
-3.61684,16.80402,F. PAJERO,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME PAJERO,MUTSHWETO FERME PAJERO,0,0,0,0
-3.61421,16.80665,F. LOSEMBE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LOSEMBE,MUTSHWETO FERME LOSEMBE,0,0,0,0
-3.60832,16.81206,F. ELIKYA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ELIKYA,MUTSHWETO FERME ELIKYA,0,0,0,0
-3.60354,16.80886,F. MABOKO MOSOLO,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MABOKO MOSOLO,MUTSHWETO FERME MABOKO MOSOLO,0,0,0,0
-3.59437,16.81166,F. SHABAIR,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SHABAIR,MUTSHWETO FERME SHABAIR,0,0,0,0
-3.58124,16.81537,F. ALPHA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ALPHA,MUTSHWETO FERME ALPHA,0,0,0,0
-3.61895,16.82006,F. MAPAMBOLI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAPAMBOLI,MUTSHWETO FERME MAPAMBOLI,0,0,0,0
-3.61977,16.81919,F. KAMBUNDU,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KAMBUNDU,MUTSHWETO FERME KAMBUNDU,0,0,0,0
-3.62309,16.81403,PONT SOURCE KAMBUNDI,40442.59286,PONT DE FORTUNE,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT SOURCE KAMBUNDI,MUTSHWETO PONT SOURCE KAMBUNDI,0,0,0,0
-3.70354,16.831,F. BADIABULU,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BADIABULU,MUTSHWETO FERME BADIABULU,0,0,0,0
-3.68344,16.83361,F. KABAMBA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KABAMBA,MUTSHWETO FERME KABAMBA,0,0,0,0
-3.67905,16.83773,F. MAMPARI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAMPARI,MUTSHWETO FERME MAMPARI,0,0,0,0
-3.66951,16.84365,F. MUYESU,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MUYESU,MUTSHWETO FERME MUYESU,0,0,0,0
-3.65939,16.84609,F. BALUBA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BALUBA,MUTSHWETO FERME BALUBA,0,0,0,0
-3.64839,16.86027,F. YAKOKE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME YAKOKE,MUTSHWETO FERME YAKOKE,0,0,0,0
-3.63857,16.86295,F. KANKA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KANKA,MUTSHWETO FERME KANKA,0,0,0,0
-3.62992,16.86482,F. AMBASSADE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME AMBASSADE,MUTSHWETO FERME AMBASSADE,0,0,0,0
-3.62484,16.86416,F. MANOKA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MANOKA,MUTSHWETO FERME MANOKA,0,0,0,0
-3.61459,16.8573,F. JEAN MUNGALA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME JEAN MUNGALA,MUTSHWETO FERME JEAN MUNGALA,0,0,0,0
-3.61333,16.85603,F. LUBUMBASHI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LUBUMBASHI,MUTSHWETO FERME LUBUMBASHI,0,0,0,0
-3.60751,16.85742,F. BONGA YASSA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BONGA YASSA,MUTSHWETO FERME BONGA YASSA,0,0,0,0
-3.60565,16.85896,F. PAPA MUKONGO,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME PAPA MUKONGO,MUTSHWETO FERME PAPA MUKONGO,0,0,0,0
-3.63603,16.8681,F. NGAMPO,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NGAMPO,MUTSHWETO FERME NGAMPO,0,0,0,0
-3.6294,16.88072,F. HANRO,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME HANRO,MUTSHWETO FERME HANRO,0,0,0,0
-3.61924,16.88424,F. LOUIS,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LOUIS,MUTSHWETO FERME LOUIS,0,0,0,0
-3.61974,16.88564,F. FOREMAN,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME FOREMAN,MUTSHWETO FERME FOREMAN,0,0,0,0
-3.59712,16.90397,F. BAMBALA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BAMBALA,MUTSHWETO FERME BAMBALA,0,0,0,0
-3.59296,16.89809,F. JP,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME JP,MUTSHWETO FERME JP,0,0,0,0
-3.5924,16.89728,F. JERUSALEM,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME JERUSALEM,MUTSHWETO FERME JERUSALEM,0,0,0,0
-3.57666,16.91068,F. YANKOTE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME YANKOTE,MUTSHWETO FERME YANKOTE,0,0,0,0
-3.56972,16.91349,F. JEAN,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME JEAN,MUTSHWETO FERME JEAN,0,0,0,0
-3.56322,16.91494,F. LOUIS II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LOUIS II,MUTSHWETO FERME LOUIS II,0,0,0,0
-3.60632,16.91664,F. MERCI SEIGNEUR,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MERCI SEIGNEUR,MUTSHWETO FERME MERCI SEIGNEUR,0,0,0,0
-3.60952,16.9146,F. TO  I,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME TO  I,MUTSHWETO FERME TO  I,0,0,0,0
-3.61263,16.91418,F. TO II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME TO II,MUTSHWETO FERME TO II,0,0,0,0
-3.61261,16.91302,F. TO III,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME TO III,MUTSHWETO FERME TO III,0,0,0,0
-3.63234,16.89965,F. PARI DAKAR,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME PARI DAKAR,MUTSHWETO FERME PARI DAKAR,0,0,0,0
-3.63997,16.90029,F. ESANGA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ESANGA,MUTSHWETO FERME ESANGA,0,0,0,0
-3.66431,16.89557,F. MABANA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MABANA,MUTSHWETO FERME MABANA,0,0,0,0
-3.69456,16.90121,F. GESTEMANI I,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME GESTEMANI I,MUTSHWETO FERME GESTEMANI I,0,0,0,0
-3.69433,16.9023,F. II PAILLOTTE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME II PAILLOTTE,MUTSHWETO FERME II PAILLOTTE,0,0,0,0
-3.69415,16.90371,F. GESTEMANI II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME GESTEMANI II,MUTSHWETO FERME GESTEMANI II,0,0,0,0
-3.69364,16.90798,F. BANALOBO,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BANALOBO,MUTSHWETO FERME BANALOBO,0,0,0,0
-3.69353,16.91098,F. BANA MBANGI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BANA MBANGI,MUTSHWETO FERME BANA MBANGI,0,0,0,0
-3.69389,16.91451,INSTITUT MBANGI,40442.59286,ES,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,INSTITUT MBANGI,MUTSHWETO INSTITUT MBANGI,0,0,0,0
-3.69383,16.91746,POSTE DE SANTE MIBE,40442.59286,PS,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,POSTE DE SANTE MIBE,MUTSHWETO POSTE DE SANTE MIBE,0,0,0,0
-3.69414,16.91758,F. KIPUNA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KIPUNA,MUTSHWETO FERME KIPUNA,0,0,0,0
-3.69414,16.92263,MIBE,40442.59286,VILLAGE,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MIBE,MUTSHWETO MIBE,0,0,0,0
-3.69491,16.9219,INSTITUT ISO,40442.59286,ES,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,INSTITUT ISO,MUTSHWETO INSTITUT ISO,0,0,0,0
-3.69784,16.92521,BULUNGU,40442.59286,VILLAGE,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,BULUNGU,MUTSHWETO BULUNGU,0,0,0,0
-3.69811,16.92545,F. KENTUKI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KENTUKI,MUTSHWETO FERME KENTUKI,0,0,0,0
-3.6992,16.92611,F. NDOKI ZOBA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NDOKI ZOBA,MUTSHWETO FERME NDOKI ZOBA,0,0,0,0
-3.70432,16.92947,F. KINGULU,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KINGULU,MUTSHWETO FERME KINGULU,0,0,0,0
-3.70743,16.93223,F. NTSIMAMBOTE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NTSIMAMBOTE,MUTSHWETO FERME NTSIMAMBOTE,0,0,0,0
-3.70863,16.93646,F. MAMONAMBWA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAMONAMBWA,MUTSHWETO FERME MAMONAMBWA,0,0,0,0
-3.70878,16.93723,F. LUKUNIMONGO,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LUKUNIMONGO,MUTSHWETO FERME LUKUNIMONGO,0,0,0,0
-3.70923,16.93886,F. LEMANGULU,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LEMANGULU,MUTSHWETO FERME LEMANGULU,0,0,0,0
-3.70954,16.94074,F. NGONDI I,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NGONDI I,MUTSHWETO FERME NGONDI I,0,0,0,0
-3.71036,16.94232,F. MAMAN LOLETSHA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAMAN LOLETSHA,MUTSHWETO FERME MAMAN LOLETSHA,0,0,0,0
-3.711,16.9451,F. LA PRESENCE I,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LA PRESENCE I,MUTSHWETO FERME LA PRESENCE I,0,0,0,0
-3.7113,16.94624,F. DE LA PAIX,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME DE LA PAIX,MUTSHWETO FERME DE LA PAIX,0,0,0,0
-3.71193,16.94767,F. CITE VERTE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME CITE VERTE,MUTSHWETO FERME CITE VERTE,0,0,0,0
-3.71187,16.94837,F. EGLISE GOSHEN,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME EGLISE GOSHEN,MUTSHWETO FERME EGLISE GOSHEN,0,0,0,0
-3.71198,16.94858,F. DALAMIAYI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME DALAMIAYI,MUTSHWETO FERME DALAMIAYI,0,0,0,0
-3.7123,16.95063,F. BASEKOBO,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BASEKOBO,MUTSHWETO FERME BASEKOBO,0,0,0,0
-3.71277,16.95168,F. KASANZI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KASANZI,MUTSHWETO FERME KASANZI,0,0,0,0
-3.70644,16.94376,F. MBUMBA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MBUMBA,MUTSHWETO FERME MBUMBA,0,0,0,0
-3.68822,16.95525,F. MARA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MARA,MUTSHWETO FERME MARA,0,0,0,0
-3.68289,16.95811,INSTITUT TIKANGAYI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,INSTITUT TIKANGAYI,MUTSHWETO INSTITUT TIKANGAYI,0,0,0,0
-3.68194,16.95844,F. MAMPA I,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAMPA I,MUTSHWETO FERME MAMPA I,0,0,0,0
-3.67532,16.95466,F. MANGWAU,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MANGWAU,MUTSHWETO FERME MANGWAU,0,0,0,0
-3.67341,16.95504,F. LEMANGULU II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LEMANGULU II,MUTSHWETO FERME LEMANGULU II,0,0,0,0
-3.66857,16.955,F. PRESENCE II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME PRESENCE II,MUTSHWETO FERME PRESENCE II,0,0,0,0
-3.67225,16.96356,F. MAMPA II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAMPA II,MUTSHWETO FERME MAMPA II,0,0,0,0
-3.65876,16.96542,F. MUTEBA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MUTEBA,MUTSHWETO FERME MUTEBA,0,0,0,0
-3.66329,16.97428,F. NGONDI II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NGONDI II,MUTSHWETO FERME NGONDI II,0,0,0,0
-3.65681,16.96348,F. MBUMBA II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MBUMBA II,MUTSHWETO FERME MBUMBA II,0,0,0,0
-3.65302,16.96637,PONT RIVIERE MIBE,40442.59286,PONT EN BOIS,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT RIVIERE MIBE,MUTSHWETO PONT RIVIERE MIBE,0,0,0,0
-3.6478,16.96254,F. LA VERITE,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LA VERITE,MUTSHWETO FERME LA VERITE,0,0,0,0
-3.64389,16.96328,F. LA VISION,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LA VISION,MUTSHWETO FERME LA VISION,0,0,0,0
-3.63845,16.95516,F. DALAMIAYI II,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME DALAMIAYI II,MUTSHWETO FERME DALAMIAYI II,0,0,0,0
-3.63873,16.95211,F. MABE MUYIBI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MABE MUYIBI,MUTSHWETO FERME MABE MUYIBI,0,0,0,0
-3.63835,16.94779,F. MBILAYA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MBILAYA,MUTSHWETO FERME MBILAYA,0,0,0,0
-3.6301,16.97526,KALEMBA,40442.59286,VILLAGE,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,KALEMBA,MUTSHWETO KALEMBA,0,0,0,0
-3.62855,16.97731,F. BAYANSI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BAYANSI,MUTSHWETO FERME BAYANSI,0,0,0,0
-3.62362,16.98412,F. BINDUNGI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BINDUNGI,MUTSHWETO FERME BINDUNGI,0,0,0,0
-3.61328,16.98356,F. IPN,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME IPN,MUTSHWETO FERME IPN,0,0,0,0
-3.59853,16.97998,F. ELI,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ELI,MUTSHWETO FERME ELI,0,0,0,0
-3.5941,16.98829,F. KIAMA,40442.59286,FERME,KWAMOUTH,BATEKE SUD,DUMU,MUTSHWETO,KWAMOUTH,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KIAMA,MUTSHWETO FERME KIAMA,0,0,0,0
